Intercept,Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
1,4061,1,1,1952,2.239790776852254,0,6,787420.4040749857
1,2778,1,1,1991,3.4811777612372365,1,10,605371.7047170609
1,3599,1,1,1981,2.061331968805513,1,8,721018.0639031393
1,700,1,2,2000,2.258398185483367,1,7,199066.37891066872
1,3604,1,1,1995,1.2140549316035822,2,6,730047.4973881331
1,2954,5,1,1970,1.6620395884977202,1,4,627923.6171994702
1,4145,3,1,1993,3.2243529087841427,1,7,898283.8867356428
1,1304,2,3,1960,2.4492340009182487,1,9,277832.10571177263
1,3231,1,1,2017,3.9843620732506784,1,10,731490.1175330897
1,3273,3,3,1950,4.336632297222542,0,10,688357.648480334
1,2070,3,3,2012,2.9374088819754194,2,7,525582.3102214569
1,3190,2,1,1973,3.9122028142522662,2,1,684824.5348634415
1,4340,5,3,1962,1.881070309375565,0,10,903251.9405609447
1,1528,4,1,1960,2.3673704693003517,0,9,323118.7393152309
1,1002,4,2,2000,3.7074995429757394,2,4,307101.6858385633
1,4993,3,2,1966,2.237953967676638,1,3,1020324.7565966452
1,1370,2,2,1973,3.1482722082154497,1,4,304730.506229004
1,4988,4,2,1968,1.3341775058713017,2,4,1026397.2966122321
1,706,3,3,1986,3.198970917367241,1,10,199414.94263280893
1,1984,5,1,1957,4.376811682521021,0,2,472657.61431723344
1,1363,4,1,1977,4.408878379205415,1,1,340069.229775934
1,3290,3,1,1954,3.7595498284829283,1,10,696709.415289048
1,1063,3,2,1966,3.855890205842567,1,1,266533.05392411625
1,4691,1,2,1985,3.010673503178153,2,8,971514.7620428527
1,2257,5,1,1968,3.1310064057462115,0,2,501305.5489940659
1,2178,1,2,2013,1.101427616347331,1,10,480961.44203831744
1,3742,2,1,1960,2.4973663478958548,2,5,758977.8818675748
1,1559,1,1,2003,2.528493277488637,1,4,364658.5286208398
1,2222,1,1,1994,4.813240260504831,0,8,515813.7578353911
1,3814,4,1,1996,2.4398908818048026,1,2,834587.5117736553
1,3657,3,1,1961,2.9720419020624096,0,10,747384.0608082061
1,3125,5,1,1970,2.899631296755961,1,9,667696.0449735246
1,3229,1,1,1960,3.365427726699472,0,7,645145.5398468642
1,2097,5,2,1954,3.8670477409935313,1,7,481368.1255215702
1,3560,1,1,2005,1.5126884427689244,0,1,740148.1937768575
1,3193,2,1,1969,2.8792598859429606,1,2,639073.1842415399
1,4127,1,2,1990,4.216629682922137,1,4,886568.3132277146
1,1863,4,2,1995,2.5840162122688017,2,4,450941.1354372639
1,2481,3,2,1961,1.7530589586810785,2,3,513720.44181706064
1,2163,2,1,2019,3.446190839103346,0,7,521205.600976709
1,2029,1,3,1966,4.2069532810960535,1,8,455122.09995894955
1,2538,5,3,1968,0.784131318173261,0,2,551463.8888534079
1,3802,2,2,1975,3.995557175332522,2,4,816173.7524264855
1,2737,2,3,1997,4.197415698327971,0,3,637736.0103999889
1,1806,1,2,2001,2.576853174148731,0,2,420203.4615575062
1,4529,2,1,2019,4.924875455683103,2,6,1026790.0663279732
1,3175,5,3,2004,4.040187533182891,1,4,744681.397063456
1,1782,2,1,1982,3.981481542030496,0,6,400585.46235503367
1,1209,5,3,2011,3.865273584854323,2,2,368327.4567183169
1,4913,1,1,1972,1.177736464482233,1,4,977158.5923179968
1,4248,3,3,1964,1.4775389890385486,2,6,883626.6203857235
1,1163,2,1,1976,2.5879555915899126,0,5,244030.4071335913
1,2498,3,1,2013,1.6880195748175963,1,3,558598.6787614333
1,3945,5,3,2000,2.368584375503182,1,8,860329.4923109863
1,4243,2,1,2002,4.4980884946531425,2,7,947490.7774778161
1,1995,4,1,2000,4.209471013456712,2,3,492018.32279508375
1,3804,3,1,1996,3.33517945315992,2,6,832386.3311958439
1,4263,2,3,1953,4.361541774129966,1,4,893926.6294720689
1,2353,3,3,1956,4.026975750577622,1,5,534464.9120087984
1,1791,2,1,1984,2.430432193284007,0,5,355281.41848528635
1,4081,1,1,1997,1.404793184224753,1,7,834105.7943401121
1,3957,3,3,2022,2.813904680042026,0,5,885550.3826256534
1,2136,4,3,2021,3.8130299713784757,2,3,551859.0856947603
1,4196,4,1,1994,2.4638881942831685,2,10,922420.5883706039
1,3499,5,1,2021,3.5004735940275373,1,5,804433.8093218554
1,3652,2,1,1968,0.9244734183096963,2,7,734985.0630470021
1,1198,3,2,2012,3.8660213136713155,2,5,346152.8475921306
1,2660,5,3,1987,4.157211289518779,1,5,649973.3618681368
1,4597,3,2,2016,3.680770351012435,0,9,1006939.6644174114
1,1354,2,3,2008,4.852686143868645,1,3,370260.6031667921
1,3974,4,3,2018,4.219934258572882,0,6,928059.7129533672
1,2207,1,3,1962,4.563921775444422,1,1,492112.0397149675
1,3277,4,3,1996,4.7010698755594165,1,10,752466.6746666236
1,2233,5,3,2010,4.106065963432139,2,5,573797.9393068494
1,4010,1,3,1980,3.534164789029246,1,8,854876.2983739193
1,702,5,3,1971,0.5257336161235517,1,5,183663.64645731918
1,3755,2,2,1992,2.596215889504061,0,9,788150.9318106314
1,4718,1,1,2016,3.0702303438006244,2,6,981510.89525884
1,4996,5,1,2003,1.8681362260159984,0,8,1070454.2752476104
1,1266,2,2,1959,1.9314700110656242,0,10,241968.8432665446
1,4889,4,2,1991,4.825217370695743,2,8,1064004.872579212
1,2827,2,2,2013,4.512698893412357,2,3,640767.2241513439
1,3431,3,2,1970,4.321305524757669,2,7,762159.3914733424
1,697,2,3,2015,2.327053107677498,1,7,216591.97111921213
1,2430,2,1,1990,0.5616434768401155,2,10,497168.0883454792
1,4082,3,3,1973,0.8610001090507133,2,6,857205.2452653883
1,1108,5,1,1984,1.9048836569792165,2,7,285546.501684919
1,3772,5,1,2005,0.5708431084805464,0,2,819125.6470544274
1,1647,2,2,1979,0.5771740186183916,0,9,316130.2555576059
1,4782,3,3,2006,4.62471485739085,1,10,1067425.216621323
1,3897,3,2,1996,3.6777132595357434,0,10,837398.565143556
1,3011,4,3,1984,1.890301955306687,1,1,658260.7060110456
1,2294,5,1,1968,1.0969005992042893,0,1,475767.3504503976
1,1159,1,2,1957,2.802360730527847,2,3,250101.5473305484
1,3311,5,2,1975,0.52405772384464,0,3,688516.5046690886
1,1869,5,1,2020,4.722861847361648,1,1,510876.9990932239
1,2486,4,1,1979,2.366668037250262,0,7,543734.421890143
1,646,1,1,1956,2.3105072985679973,2,4,146406.89625235138
1,3719,4,2,2016,2.25767123411802,1,10,828512.1019589091
1,3411,1,3,2014,0.8119774867449414,2,2,719969.4352945103
1,2234,2,2,1985,3.3724500790632197,2,10,507847.58733911236
1,2343,1,3,1974,3.79851628832759,1,5,507554.9440535184
1,988,4,2,1986,3.542564289147306,2,6,294558.07202157495
1,3476,5,2,1950,1.1229597199822745,2,9,712212.2154102818
1,2459,1,1,1964,3.1047807561601664,0,4,491715.9476636626
1,2885,1,3,1986,3.062680178775142,2,2,625227.045470116
1,3419,3,2,1962,4.407848545736219,2,5,752101.9024207598
1,2302,5,2,1957,2.2060744626904114,2,3,501913.64710804133
1,4561,2,1,1954,2.171686746467454,2,2,907358.632995708
1,3869,4,1,2009,3.283371764231835,1,1,878704.0956397129
1,762,2,3,2022,3.3488269407478084,0,10,237070.70570459962
1,1123,5,2,1950,2.6117835229660566,2,2,267132.4135848208
1,1516,1,3,1985,2.493767130486895,2,6,353129.5684734057
1,4143,1,2,1984,2.723664517870472,1,8,845141.6166638864
1,2549,5,3,2015,4.374703847764904,2,3,656223.1627305328
1,4223,1,1,2012,2.575251055642595,1,9,884677.6890798345
1,3608,1,2,1972,4.729693063864201,0,9,775773.2237663032
1,4590,1,3,1958,2.768016936183467,0,2,918893.7439235622
1,2556,4,1,1983,4.771403119314011,2,8,607698.7371081988
1,3670,4,1,1995,4.247743558410841,2,10,838774.4840391098
1,2182,3,3,1953,2.130940951771231,2,5,470978.4795328964
1,2755,2,2,1979,4.386386395834772,1,4,616308.9624199027
1,1654,5,2,2021,0.9952847789050185,2,10,417416.2622542783
1,4999,5,1,1952,4.662712289043565,2,5,1060976.488572305
1,3691,5,2,1963,3.342395817873012,0,4,809046.2841762663
1,2196,3,2,2009,0.7447583683504003,2,8,485376.42332357954
1,4491,4,2,1994,3.399155256428652,0,4,965816.6681107299
1,2148,3,1,1983,4.884114443651402,2,10,517515.4060050993
1,1945,5,3,1994,0.8141029457658302,0,6,438250.1761546225
1,4699,2,2,2010,2.9960946940103885,2,2,1008240.7854354945
1,4423,1,1,1965,3.865074573917176,0,5,888140.07598706
1,753,4,1,2015,4.146163640147891,1,6,252963.35620761316
1,3683,4,3,1989,2.362223593943581,0,5,801206.2036701888
1,3057,3,2,1966,1.4187495162570936,0,2,624112.1600204634
1,598,4,2,1983,0.6905402544757273,0,7,155471.16626013073
1,2700,5,3,1965,3.1087677069375115,2,4,617900.4948407207
1,3461,5,3,2009,2.5380998162042485,2,8,798362.7750475319
1,4933,3,1,2015,4.7693497781737,2,7,1096158.2899088082
1,4277,5,1,2015,0.772722084717094,1,7,927092.4059599083
1,3369,2,3,1962,3.5842790455070257,1,9,728289.8873118911
1,3734,3,2,2005,0.6123479995402572,0,1,785248.3619879358
1,4291,2,1,1980,1.2714537951974423,1,10,862580.4983858576
1,1456,1,1,1983,2.541105499652754,0,6,297387.92248393584
1,4567,2,2,1988,2.546925992612907,0,6,938151.8372450713
1,660,1,1,2016,3.5856524432013974,0,6,203447.4833684562
1,4993,1,2,1957,4.595958656904905,1,6,1038319.1650899692
1,1800,2,2,2004,3.3756447151171436,2,10,443408.30597782374
1,4487,3,2,1976,4.79090794033179,1,7,971977.0246414563
1,2027,5,3,2002,4.467270379450989,0,10,539478.4031506823
1,1718,5,3,1988,3.1302490798885563,0,6,424712.55125248013
1,4996,1,3,2014,4.252063779134723,1,1,1102533.6490590929
1,3604,1,2,1966,3.3915992464563534,0,3,740286.5597469498
1,3235,3,2,1979,0.8535102391567722,0,2,655719.1459405582
1,1454,4,3,2002,3.832541254667795,1,6,402213.42189319455
1,3946,2,1,1962,0.927087985703058,1,8,779202.6809723858
1,1545,1,2,1970,3.173372512563706,1,3,338170.31528112484
1,2193,5,1,1968,3.6618809263620298,0,10,497340.9981159924
1,3936,3,1,2002,0.7993742369488486,0,8,815811.6827370644
1,1062,2,2,1968,1.538575942669393,2,8,250362.35906874528
1,2985,3,2,2006,4.620525045177424,2,5,717150.4421296231
1,3854,2,1,1974,3.2734152150480336,1,8,811129.4971755756
1,725,2,1,1980,1.608287084647392,2,6,165242.29785174478
1,1459,1,3,2004,3.60805897016603,0,5,370992.4565584571
1,3567,3,3,1972,3.1854938898276033,2,9,779362.3561113286
1,1315,3,2,1981,2.7570906496307677,0,7,308618.40727220185
1,3620,5,3,2011,4.892841387446377,1,8,861356.9775590366
1,516,5,3,1959,3.57554199833379,1,1,171023.95659837997
1,1743,1,3,2021,2.189484993505607,0,2,381738.01754380355
1,2705,1,3,2003,4.100330444345905,2,8,628610.9650581649
1,3024,4,1,2001,4.480624818145345,1,9,698124.6114710766
1,1569,5,2,1969,1.0634925178257415,1,4,362679.08775021497
1,3944,2,3,1981,1.4024884003036993,2,10,822030.766712673
1,3065,3,1,1963,1.4730215410750087,2,10,611205.6889207754
1,1560,1,1,1999,3.6104531422394315,0,9,359657.9955923103
1,2827,3,1,1977,3.213677997739775,2,4,605143.9591154716
1,3920,3,3,2002,3.2854620411436466,2,10,881016.0047742793
1,801,4,3,1973,4.733479848602754,2,10,258111.6713724362
1,4776,5,2,1971,3.9916018976328766,0,10,1038652.4247755758
1,1106,1,3,1979,1.0757161603030243,0,9,219426.92448759972
1,3670,3,3,2012,2.0637818709133144,1,7,813296.8090259811
1,1199,1,1,1953,2.45927140779081,0,2,211038.85316259583
1,1639,2,2,2008,2.281827149364222,1,9,395042.35505971045
1,690,4,3,1957,3.5118887412284563,2,4,203867.04292282808
1,2800,2,3,1961,4.513518964654532,1,8,619660.8346800937
1,1480,1,1,1980,1.8772315858525461,1,7,304174.6641013576
1,3475,1,1,1983,2.9834471138953353,2,7,731899.435616318
1,1684,5,3,1998,4.0523423986111355,1,8,467628.527062253
1,3827,3,2,2006,2.3729812648040722,0,1,827143.776401641
1,3894,3,2,1975,1.2565315777968313,0,5,797034.4255040532
1,627,2,1,1967,2.637279343686867,0,2,126097.92716348889
1,2565,4,1,1987,0.7485013433436281,0,2,527544.910534171
1,2316,3,3,1999,4.740725543010246,1,1,570289.0160760867
1,1069,5,1,1957,0.8366954233773787,1,5,234389.76681767975
1,2395,2,3,1990,2.473055218627602,2,2,534533.0200368982
1,3233,2,2,1955,2.884465674898368,1,4,660507.8198303543
1,4363,5,2,2018,4.9338672452927845,1,3,1008539.1562343481
1,4514,4,3,1993,1.2470982063928735,1,3,955158.9063874499
1,3401,5,1,2013,1.0149418337556135,2,2,756373.8420634224
1,2186,4,2,1978,0.5391776617814461,0,6,441315.08847493527
1,3509,5,1,1977,1.2000714659118603,1,2,749610.4677553453
1,654,5,2,1960,1.4327284058045042,2,8,158636.70310577296
1,3037,1,3,2014,3.3376142371239155,2,8,699683.2484112402
1,1909,2,3,1968,1.4886805567613017,2,5,390430.22237748076
1,4557,5,3,1958,0.5923436662819634,0,10,935973.5562996917
1,1284,5,2,1976,4.219782554761199,1,7,350816.184399563
1,3675,3,1,1983,2.1451806545178504,2,4,779019.7305378267
1,4841,2,1,1993,2.0916350896133027,0,1,987630.2411262016
1,3306,3,1,2017,1.8611556312556696,2,2,733612.8163648158
1,1037,2,2,1964,4.889179747158894,2,10,255907.13436003952
1,2341,3,2,2000,1.2655193778917666,2,10,517655.1581174146
1,2955,5,2,1962,4.542071287789558,2,4,684425.2003263966
1,1024,5,2,1998,3.995614994629496,2,1,323701.2441901499
1,3450,1,2,2019,0.8441597997469088,0,8,724814.2264216079
1,4631,3,1,2005,4.940280956753819,1,9,1015556.1485920788
1,4615,4,2,2000,1.7211468359255475,1,4,993273.0796606251
1,2868,1,2,1986,0.9436231716008555,1,10,581948.159950993
1,4347,3,1,1966,4.231914053565918,1,3,895675.5548211845
1,4995,3,2,2007,3.6800399015496494,0,2,1092026.89678641
1,3201,1,1,1978,3.2774846264505535,0,5,662119.9410580613
1,1471,5,1,1982,1.2019138866451993,0,3,341253.2207795087
1,1666,3,3,2009,2.6532325231518286,2,10,412045.7826588494
1,3274,5,3,2004,4.012502120992462,2,7,748220.493682927
1,2482,1,3,1959,1.8663077216472812,2,6,507185.45440816105
1,1353,5,3,1996,1.9026042283176865,1,1,354054.70019158506
1,4646,2,2,1972,0.5141340772165495,2,8,915005.2948821838
1,4236,4,3,1970,1.284095307404208,1,2,872676.434152397
1,4269,3,1,1962,4.439325313048254,2,5,934942.0571329228
1,1074,4,2,1982,2.487859212369682,1,9,269061.7820440072
1,3761,5,3,1973,4.929055246554952,2,8,867445.4184620865
1,1648,3,1,1960,2.2806858360820668,2,2,342303.68926754716
1,2215,5,2,1966,3.7183390465110855,0,9,486872.0567091347
1,4354,2,2,2017,1.768635693071281,2,5,935626.9529281101
1,2991,1,3,1996,2.137143385134201,2,10,644601.105174152
1,3160,3,2,1974,1.358266944159026,0,6,645375.2217757016
1,3624,2,1,2022,2.0617806582472773,1,3,786580.3015186453
1,3551,2,2,1970,2.962568841892894,0,3,740281.2153448497
1,504,3,1,1961,4.9629779644066225,0,10,149743.4999535613
1,1376,5,2,1986,3.4889077088230356,1,8,348893.55395287194
1,1491,2,3,1991,1.3966067948374132,2,10,346010.94983818056
1,4642,4,1,1966,0.7023264871619801,1,10,915441.1797542055
1,4864,2,2,1997,1.0686041659152976,2,2,988325.4879158875
1,4965,5,2,1977,3.0314984057287133,2,2,1075864.2810329462
1,1135,5,2,1990,3.9432214796754486,1,5,329218.5249164853
1,2193,4,1,1996,4.731886432853361,0,6,530004.3428420601
1,2182,2,1,1967,0.5712042739856937,1,2,408013.5790622347
1,619,5,1,2020,2.852420637028414,2,5,224507.20014868546
1,1330,3,3,1962,2.6189031030042953,1,7,300656.0790681994
1,4175,1,3,1962,3.452247598890668,1,10,848824.7742976189
1,1869,1,1,1980,3.018104845094039,2,10,396681.2860961783
1,1240,1,2,1951,3.5916761776211623,0,8,262398.4460460842
1,616,2,3,1965,3.4613716313713567,1,7,180393.6281134625
1,3338,4,1,1958,1.026552761860758,2,8,671803.9439013259
1,1650,5,2,2022,4.098730611284238,2,9,474045.8427124246
1,2431,3,3,1987,1.054546590723462,1,5,505877.59815497726
1,1512,3,2,2003,3.643387813441117,0,5,389645.3296127529
1,2164,2,2,2005,2.3726541543827304,1,10,483350.32816846616
1,1581,1,2,1994,2.812328305594691,0,4,358458.3807510001
1,1012,2,2,1983,4.564841064690698,0,9,264395.09178796335
1,3349,4,3,1958,4.504476769130689,0,5,749571.2916347987
1,1059,4,3,1957,4.180353375447632,0,2,263760.9441483153
1,4172,5,3,1956,2.7956677120534548,1,10,894611.0786564201
1,3843,5,1,1985,3.813079145602249,2,8,853001.1125510683
1,4570,4,3,1967,2.8080367498346424,2,7,972537.496467423
1,1970,4,2,1952,4.413227371136498,2,8,453359.87163545546
1,1080,4,3,1977,2.3124912495480494,2,3,270230.63769827964
1,2794,2,2,2019,4.866059049866946,2,4,673649.8960889375
1,3647,4,1,1993,4.695452412029949,2,5,827205.303959231
1,4749,3,2,1970,3.8372117875330347,1,6,1007770.5792970627
1,2179,1,2,1977,1.757371478792324,0,1,443005.62363881344
1,4006,4,2,2003,1.0924411495696629,2,4,871566.5627396672
1,3244,1,1,2003,4.346165525419389,1,10,726227.5690417645
1,3856,2,3,2014,1.2438602876208258,2,5,824351.6710960343
1,4545,1,3,1970,4.34417355048801,2,7,973850.3282632278
1,1743,2,1,1962,2.708442530205622,0,5,344363.2736819858
1,3618,3,2,2006,2.329505527136469,0,1,793421.1417884243
1,2641,2,3,1998,4.564358504754931,0,7,621862.7654183527
1,3559,2,1,2003,3.2173294214312507,2,8,758946.7724048437
1,3459,5,3,1959,3.09476303208373,2,7,759151.2379465501
1,2765,4,1,2002,3.0144467508097894,2,4,630531.7401285437
1,2979,4,2,1993,2.1702628220878912,0,8,646766.2897519646
1,2135,3,3,1996,4.035393965881072,1,5,533039.4327952061
1,2257,3,1,2002,1.6375929980709785,2,10,496427.1035646905
1,4952,4,3,1995,4.725027320185737,2,9,1099211.6405116057
1,2570,5,3,1962,4.522933422711324,2,10,605600.9507407207
1,3349,4,3,1986,2.0186614655370416,1,5,738935.8194460399
1,3751,5,3,1973,3.782586964242487,2,1,839522.318603536
1,4230,3,1,1951,3.0795043750231614,1,9,874856.2710820399
1,2989,1,2,1963,2.0194218589965556,2,5,609401.0845045892
1,2131,3,1,1959,4.9483474159795104,1,6,457643.0980423783
1,3316,3,1,1984,0.6135680563171889,2,4,676108.8512096877
1,1515,2,1,1974,1.63690713779579,0,6,300935.18607341987
1,1848,2,2,1952,2.8403332750001766,0,8,381998.6086592969
1,3587,2,3,1966,2.8487885156535375,0,3,720883.657171062
1,3339,2,3,1961,3.1501988372550387,0,5,722543.0796460027
1,835,5,3,2003,3.8825427741031366,2,2,294548.40256048914
1,1395,4,2,1973,3.3056502373368337,0,2,336073.5215992294
1,4046,1,3,1978,3.2012665723761664,1,7,863034.675749834
1,1351,3,2,1992,0.7408150831086948,0,10,319748.76677475666
1,2187,5,3,1974,2.1943862950518422,0,10,504023.26087166165
1,2431,1,3,2009,1.5442508286552021,0,10,538851.8933945443
1,4246,5,1,2014,1.6941655022088895,2,6,934919.3827777772
1,2927,5,2,1977,2.994518634531552,0,4,648902.5219843038
1,2068,3,1,1965,1.397773917183238,1,5,414808.65431769955
1,4500,4,1,1996,1.8227709545760389,0,1,940080.4444014952
1,3238,2,1,2007,1.5668811883280305,0,7,676233.0768279255
1,3998,4,2,1976,4.768263244481877,0,8,866618.3890237983
1,4413,3,2,2002,4.750995794769929,1,9,983106.2224146987
1,1566,3,3,1991,3.244737013682233,0,8,367024.37943296967
1,4880,3,1,2008,4.66035110929355,1,5,1075814.4318808403
1,2944,1,3,1996,4.0361569046076795,1,3,660979.0474886918
1,4607,4,1,1983,3.1547654726081396,0,10,978190.835072989
1,3873,4,2,1986,0.5289584517355808,1,9,801313.0610758337
1,4469,5,2,1955,3.976323287357318,2,6,992213.4530121648
1,3046,5,2,1956,3.6611975371481096,0,5,676719.1220590248
1,1253,5,1,1974,3.268641439770863,0,3,296184.19659571577
1,2582,3,2,1982,3.9219094025711225,1,6,587557.3219128358
1,3274,4,1,2004,2.808149741486446,1,3,724842.1846929234
1,3396,3,3,2007,3.668374720946026,0,10,762080.8235471162
1,4685,1,1,1956,4.70827439026922,2,6,955223.3951427989
1,1275,5,3,2006,2.191122571307388,1,4,354189.0054772034
1,2125,3,1,1961,3.6865482570528143,1,2,454484.4215050965
1,3569,3,3,1965,2.6405951810493145,2,8,769087.1879559917
1,917,1,2,1992,3.534798433162917,2,4,251359.79864274812
1,614,2,3,1956,3.9330200099946384,0,9,172534.44400203408
1,1116,4,2,2000,0.7045362519610818,2,7,268244.1761186752
1,4474,2,2,2022,3.4097019977689786,0,2,985699.1860734548
1,3767,5,3,1981,1.5203353298312505,2,4,824529.5721138918
1,1325,3,1,1957,3.5151464201340503,1,5,289985.41455097107
1,2016,1,1,2021,2.6074858367021605,0,3,450594.56797660363
1,3646,1,1,1994,3.9809873383919925,0,9,794010.0167336396
1,912,4,1,2008,1.055303668425184,0,5,233504.5137836983
1,1228,2,1,1953,3.318450582452878,2,2,269736.4362439106
1,3848,4,2,2016,1.7531182801739855,1,3,841676.0140843305
1,3308,3,1,1978,4.3384189789876615,0,9,707483.440019593
1,1175,4,2,1978,4.677725775363384,0,7,310471.3888855296
1,3965,1,2,1977,4.983792321555749,0,2,846516.6709494363
1,3004,1,2,1993,4.082033310922775,0,9,647388.2995956682
1,3467,5,3,1953,3.8918033169260204,1,4,760678.6016673865
1,3286,5,3,1958,1.4697534149039797,2,9,681361.2493428746
1,1622,3,2,1954,2.0120317654554896,1,2,325380.0022571336
1,4579,2,3,2005,2.595571437930258,0,10,987442.6840517226
1,2071,4,1,1999,3.9802147150201237,1,4,508941.1259280808
1,2643,3,1,1964,4.617346392850859,0,5,572941.4282388942
1,2187,5,2,1981,1.3511259501034307,2,2,481489.24616078194
1,4632,4,1,1977,4.650653681015463,2,10,997885.7696999718
1,4351,5,2,1971,3.6303109355932612,2,1,944921.9815744858
